State,County,Area,District,Latitude,Longitude,AveDbh8,ACONIF,HypoOcea,LobaOreg,LobaPulm,LobaScro,NephBell,NephHelv,NephResu,PeltColl,PseuAnom,PseuAnth,PseuCroc,SticFuli,SticLimb,PercentSlope,TransAspect,Elevation,PlotNum,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tday1,tday2,tday3,tday4,tday5,tday6,tday7,tday8,tday9,tday10,tday11,tday12,tave1,tave2,tave3,tave4,tave5,tave6,tave7,tave8,tave9,tave10,tave11,tave12,relh1,relh2,relh3,relh4,relh5,relh6,relh7,relh8,relh9,relh10,relh11,relh12,prec1,prec2,prec3,prec4,prec5,prec6,prec7,prec8,prec9,prec10,prec11,prec12,etpj1,etpj2,etpj3,etpj4,etpj5,etpj6,etpj7,etpj8,etpj9,etpj10,etpj11,etpj12,vpsa1,vpsa2,vpsa3,vpsa4,vpsa5,vpsa6,vpsa7,vpsa8,vpsa9,vpsa10,vpsa11,vpsa12,vpam1,vpam2,vpam3,vpam4,vpam5,vpam6,vpam7,vpam8,vpam9,vpam10,vpam11,vpam12,mind1,mind2,mind3,mind4,mind5,mind6,mind7,mind8,mind9,mind10,mind11,mind12,sfmm1,sfmm2,sfmm3,sfmm4,sfmm5,sfmm6,sfmm7,sfmm8,sfmm9,sfmm10,sfmm11,sfmm12,DegDays
OREGON,Douglas,Umpqua N.F.,Tiller,42.89744178,-122.6958703,9.4,10.69189,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.250000039,4.5,1042116,4.5426,6.04284,7.90578,10.66226,14.45955,18.29226,23.18578,23.99578,20.49931,14.45931,6.39637,3.8226,-3.75387,-3.36387,-2.60244,-0.8974,1.51907,4.4826,7.60236,7.62318,5.07589,2.08438,-1.63387,-3.95387,1.2726,2.33637,3.7678,6.10931,9.35931,12.84931,17.04554,17.54637,14.4199,9.5826,3.2299,0.75613,0.39613,1.3399,2.65284,4.88284,7.98931,11.39202,15.39907,15.8099,12.7926,8.2726,2.3826,-0.0574,69.0353,65.8353,62.9774,60.6353,57.9,56.6623,53.6353,52.0623,53.3353,59.3623,70.2623,70.5353,183.5535,161.91,158.983,125.4326,86.5915,51.3706,24.6353,17.4,46.3209,100.8268,239.418,240.9241,1.151,3.647,8.647,17.73,31.647,45.647,55.798,46.377,27.377,11.798,3,0,669.589,722.318,799.462,941.342,1175.637,1482.284,1942.849,2004.931,1641.99,1193.613,769.401,644.942,462.294,476.024,503.942,571.671,681.318,840.589,1043.589,1044.942,876.294,709.294,541.294,455.294,1799.854,1516.978,1321.766,722.44,-115.149,-855.711,-1483.393,-1263.68,-358.093,642.522,2304.18,2409.241,5214.284,8879.705,15138.229,22389.229,28126.898,30761.682,29678.523,24089.367,17170.705,10531.853,6081.394,4396.705,25415.336
OREGON,Douglas,Umpqua N.F.,Tiller,42.8972,-122.6288,61.3,227.7827,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.116977809,5,1042120,3.89926,5.19056,6.91667,9.59519,13.35185,17.23185,22.21333,23.06667,19.57907,13.59241,5.62537,3.21926,-4.34685,-4.01926,-3.31407,-1.60889,0.82111,3.81926,7.07222,7.16981,4.68611,1.6913,-2.24685,-4.57685,0.65167,1.56444,2.8887,5.18241,8.41722,11.94722,16.2487,16.80537,13.71259,8.90111,2.52593,0.14741,-0.21741,0.58778,1.80389,3.99574,7.09056,10.53056,14.64537,15.1187,12.13593,7.64444,1.68926,-0.67019,69.0667,66.2667,63.563,61.3667,58.6574,57.4389,54.4389,52.9148,54.3389,60.4482,70.6333,70.3759,200.6037,176.4037,174.837,139.1407,92.9352,55.863,26.9667,17.7,50.487,109.3019,264.9389,261.4574,0,3.389,7.481,15.815,28.815,42,53.148,44.481,27.019,11.63,2.907,0,640.037,683.463,751.407,883.167,1103.259,1397.056,1846.481,1913.148,1568.259,1139.593,731.796,616.944,442.278,453.278,477.944,542.37,647.796,802.796,1006.611,1013.13,853,689.611,517.278,434.519,2006.037,1669.148,1516.444,916.963,36.093,-701.37,-1377.926,-1201.926,-305.685,732.5,2562.167,2614.574,5804.667,9399.537,15523.074,22497.537,27963.814,30406.945,29397.852,24106.277,17522.129,11003.723,6657.685,4979.667,22926.74
OREGON,Klamath,Winema N.F.,Chemult,42.89311111,-121.9587417,19.6,64.42778,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.757519022,5.5,1042160,2.72482,4.43514,6.73194,10.00964,14.15546,18.38226,23.60226,24.25776,20.20194,13.91514,5.12932,2.15482,-6.7455,-6.11288,-4.78518,-2.92518,-0.40256,2.65482,5.66712,5.63032,2.82262,-0.5355,-4.38288,-6.93288,-0.9978,0.27744,2.19744,4.91514,8.41776,12.18514,16.53514,16.91744,13.35482,8.22252,1.38162,-1.41518,-2.00288,-0.83256,0.97744,3.54514,6.87776,10.52194,14.63744,14.94744,11.51482,6.69482,0.37482,-2.38288,64.81,61.9812,59.7418,56.7058,53.668,52,48.523,47.232,48.755,53.8968,65.355,65.9476,169.2292,149.2742,142.4512,108.0004,70.0444,41.6288,19.855,12.6,34.3518,73.3224,191.9967,207.3228,0,0,8,17,30.68,44.188,56.188,49.418,31.188,14.188,3,0,567.45,622.712,715.032,866.482,1103.326,1419.252,1880.776,1927.006,1532.482,1088.482,674.45,550.262,368,386.262,427.45,491.77,592.712,739.032,913.262,911.032,748,587,441,363,1692.292,1492.742,1176.512,570.004,-250.634,-909.356,-1543.282,-1405.96,-592.126,293.392,1829.967,2073.228,8926.963,13039.094,19305.656,25726.551,30198.18,32119.781,31290.799,27000.682,21101.654,14661.903,9904.319,7950.196,21349.766
OREGON,Douglas,Umpqua N.F.,Tiller,42.94698728,-122.8297636,18.8,54.55732,0,0,1,0,0,1,1,1,1,1,0,0,0,10,0.007596123,1.9,1044108,8.11196,10.68306,13.27701,16.29996,20.16996,23.74701,28.23701,28.84906,25.38611,18.98101,10.56706,7.184,-0.67894,-0.10894,1.10196,2.824,5.18706,7.894,10.17506,9.7529,7.012,3.9969,1.54596,-0.7111,4.65106,6.42796,8.48101,10.9909,14.26396,17.50306,21.12011,21.32706,18.14706,13.07901,7.01196,4.074,3.72106,5.28706,7.19101,9.56306,12.68306,15.82306,19.20706,19.3049,16.20195,11.49105,6.06106,3.2389,68.2706,62.8694,59.6,56.991,54.291,53.2,49.549,47.549,48.091,53.9694,68.049,70.9,146.5805,126.8099,122.9895,99.9005,68.931,44.349,20,18.1,36.84,83.031,184.4294,192.3499,4,8.216,17.216,30.216,46.216,60,68.306,57.216,36.216,17.216,6.216,3,850.506,962.596,1108.195,1311.49,1625.485,1999.906,2504.517,2536.416,2082.396,1504.901,1002.29,817.2,580.906,605.69,660.995,748.2,883.506,1064.8,1241.995,1207.2,1002.11,812.6,682.69,579.69,1341.805,1038.062,696.211,92.537,-743.373,-1356.51,-1917.472,-1592.683,-718.068,296.627,1657.827,1830.499,6404.759,10225.743,16630.066,23472.029,28803.012,31033.252,30142.047,25037.094,18563.381,11940.968,7310.069,5518.825,39560.23
OREGON,Douglas,Umpqua N.F.,Tiller,42.9468679,-122.7627017,51.5,149.8828,0,0,1,1,1,1,0,1,1,1,1,0,0,25,0.017037086,2.5,1044112,7.22273,9.55872,12.01734,15.00709,18.89709,22.55498,27.14734,27.80522,24.28522,17.92109,9.54247,6.34273,-1.47914,-0.9515,0.18273,1.91272,4.29272,7.06061,9.51436,9.18461,6.48461,3.4625,0.7185,-1.54939,3.79298,5.41686,7.35547,9.84872,13.14084,16.44872,20.19897,20.46922,17.26922,12.22272,6.06273,3.23272,2.87298,4.30686,6.10109,8.46109,11.59872,14.80897,18.33248,18.49711,15.38711,10.69297,5.13273,2.40061,68.3886,63.3675,60.2025,57.635,54.835,53.7025,50.135,48.235,49.0025,54.9814,68.3902,70.6789,153.2841,132.8939,131.2052,104.6889,73.375,46.0139,21.035,17.6,38.7927,86.0514,195.8014,201.7216,2.561,6.114,13.325,25.439,41.089,55.528,63.528,51.414,31.203,14.227,4.325,2.114,800.811,897.436,1026.061,1215.036,1511.084,1870.498,2366.359,2406.384,1970.547,1422.622,938.672,769.786,547.836,569.275,618.486,700.811,829.672,1005.436,1187.786,1161.811,966.486,782.625,642.6,544.6,1453.443,1157.754,898.977,283.726,-540.001,-1205.686,-1759.003,-1417.826,-548.148,419.461,1828.264,1951.69,5092.032,8663.663,14662.819,21766.066,27559.426,30380.553,29166.865,23555.021,16584.129,10220.341,5910.565,4292.465,36145.797
OREGON,Douglas,Umpqua N.F.,Tiller,42.9467092,-122.6956278,28.1,133.0602,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.030153689,2.5,1044116,7.22625,9.59772,12.10442,15.14442,19.07581,22.74842,27.36442,28.00911,24.42911,18.01511,9.55372,6.33886,-1.55906,-1.02906,0.16233,1.91233,4.29233,7.05094,9.45556,9.11817,6.40417,3.35678,0.64094,-1.62514,3.76625,5.41233,7.40164,9.93303,13.25303,16.56303,20.30764,20.56633,17.32633,12.24094,6.04233,3.19886,2.83625,4.28633,6.13511,8.53164,11.68511,14.90164,18.41233,18.56494,15.42094,10.69094,5.10233,2.35886,68,63.06,59.96,57.3,54.46,53.2861,49.6069,47.7461,48.56,54.4861,68.1739,70.5,153.0836,133.0975,132.2767,104.7906,74.0583,46.5861,21.5861,17.2,39.0722,85.7653,196.4019,201.9558,4.392,8.392,16.392,28.531,43.739,57.6,66.739,56.783,36.522,18.522,6.531,3.392,799.417,896.956,1029.094,1222.025,1522.303,1883.842,2382.319,2420.45,1977.172,1424.094,936.956,768.208,544.278,566.278,617.417,700.817,829.556,1004.817,1183.417,1156.678,961.278,776.539,639.417,542.069,1394.694,1096.008,814.625,191.989,-615.322,-1262.139,-1853.044,-1588.283,-704.944,283.464,1768.103,1914.417,7665.716,11590.447,17763.908,24342.098,29283.225,31381.83,30496.791,25799.475,19609.736,13304.316,8579.536,6693.617,36273.805
OREGON,Douglas,Umpqua N.F.,Tiller,42.9465112,-122.6285547,67.1,455.1708,0,0,1,0,0,0,1,1,1,1,0,0,0,60,0.933012718,4,1044120,5.1557,6.87562,8.90651,11.74554,15.58537,19.40904,24.27001,25.04098,21.49098,15.33195,7.12309,4.3987,-3.37683,-2.97966,-2.05227,-0.31877,2.09123,4.9922,7.90617,7.83595,5.26042,2.22692,-1.2448,-3.54683,1.7922,2.99309,4.58765,6.99115,10.27098,13.72912,17.82212,18.26309,15.09756,10.1657,3.82609,1.2687,0.8922,1.95123,3.43212,5.71562,8.83912,12.20562,16.09309,16.44123,13.3757,8.7822,2.94056,0.4287,68.365,64.6894,61.938,59.565,56.7464,55.465,52.1747,50.4911,51.6911,57.6911,69.3531,70.1164,183.3619,160.7155,159.7155,126.5594,85.9405,52.7561,25.4464,17.4164,46.4375,100.6383,239.8674,239.7113,3.367,6.919,12.839,22.636,35.636,48.717,59.636,52.922,35.492,18.206,6.286,2.367,694.692,756.781,846.887,1000.773,1250.009,1569.912,2040.554,2097.651,1715.457,1241.034,802.714,669.178,475.439,489.789,524.828,596.528,709.878,871.431,1065.528,1060.342,887.789,716.603,556.992,469.439,1729.252,1413.41,1199.149,586.508,-245.317,-933.942,-1594.259,-1466.428,-600.375,442.011,2210.09,2323.746,9381.929,13636.113,19646.123,25554.57,29595.205,31303.324,30538.582,26704.209,21283.045,15260.278,10422.938,8111.805,27820.262
OREGON,Douglas,Umpqua N.F.,Tiller,42.9462739,-122.5614822,55.9,53.38079,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.928583667,5.4,1044124,3.35498,4.46026,6.04857,8.66362,12.36868,16.30362,21.3867,22.28857,18.81037,12.89026,4.98015,2.71685,-4.96513,-4.70817,-4.02806,-2.30997,0.12696,3.13689,6.48172,6.65853,4.24348,1.23656,-2.9063,-5.22008,0.07992,0.85015,2.07531,4.33846,7.54538,11.11531,15.51333,16.13015,13.07201,8.30003,1.87194,-0.40008,-0.80008,-0.11491,1.01026,3.18026,6.25033,9.72026,13.93828,14.47509,11.53003,7.06498,1.04003,-1.24315,68.6501,66.1872,63.818,61.8802,59.1989,57.7989,54.7674,53.2989,54.9483,60.9674,70.4805,69.8007,214.2139,187.3154,186.9649,149.3667,97.6333,59.3663,28.9674,18.2,54.0158,116.0008,283.4465,277.8297,0,0,7.506,15.506,27.506,40.506,52.506,46.506,29.813,14.315,3.813,0,614.15,649.161,709.172,832.179,1039.696,1322.52,1761.967,1832.839,1504.201,1094.487,698.847,592.644,421.831,430.022,452.835,515.15,615.842,764.847,966.033,977.842,826.831,667.517,492.831,413.831,2142.139,1873.154,1636.976,1028.5,123.661,-621.503,-1337.998,-1259.672,-354.239,716.256,2720.069,2778.297,8403.887,12389.931,18471.295,24668.934,29136.096,31039.723,30233.277,25965.688,20193.068,14029.584,9359.276,7416.876,20796.975
OREGON,Klamath,Winema N.F.,Chemult,42.94236944,-121.9579111,48.2,124.8665,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.010926199,5.7,1044160,2.42545,3.95373,6.11108,9.27936,13.36936,17.6055,22.87752,23.57953,19.56769,13.33125,4.66373,1.86408,-6.9242,-6.38391,-5.13794,-3.28455,-0.76794,2.28545,5.38764,5.41781,2.69597,-0.62017,-4.60621,-7.1419,-1.24639,-0.1061,1.68125,4.33155,7.7997,11.56924,15.98941,16.42373,12.92005,7.83545,1.0139,-1.67391,-2.24437,-1.2061,0.48988,3.00125,6.30172,9.9497,14.13373,14.50344,11.13206,6.35747,0.03361,-2.63391,65.1017,62.4816,60.3632,57.5017,54.5017,52.7403,49.2403,48.0017,49.7017,54.9403,65.9585,66.0954,180.7703,159.5686,152.0484,117.2266,73.6857,44.4621,21.4017,12.9201,37.1437,79.7845,208.8531,222.5496,0,0,6,15,28,42,53.816,46.155,28.155,12.201,1.597,0,556.781,605.626,689.563,831.592,1057.391,1362.74,1816.538,1867.356,1489.005,1060.563,656.81,539.828,362.799,378.644,416.597,478.781,576.781,719.58,895.781,897.597,740.799,583.184,433.597,356.983,1807.703,1595.686,1334.484,722.266,-131.143,-815.379,-1454.275,-1301.602,-473.211,419.602,2040.614,2225.496,7458.982,11418.11,17671.908,24326.188,29320.436,31495.83,30588.869,25767.414,19528.84,13077.226,8404.995,6523.864,20116.391
OREGON,Douglas,Umpqua N.F.,Tiller,42.99626375,-122.8296275,36.1,132.1533,0,0,1,0,1,1,0,1,1,1,0,0,0,15,0.178606231,1.7,1046108,8.25562,10.91037,13.59045,16.66048,20.56052,24.13515,28.62049,29.22048,25.70508,19.22037,10.74568,7.30561,-0.56979,0.00021,1.27027,3.0103,5.37565,8.07026,10.26554,9.81016,7.0655,4.03547,1.66022,-0.59442,4.77561,6.6103,8.74037,11.28041,14.58042,17.80505,21.39036,21.57037,18.36031,13.24026,7.16563,4.19558,3.84559,5.46027,7.43037,9.84038,12.97041,16.10502,19.44569,19.52031,16.39027,11.63023,6.20563,3.35561,68.1,62.4996,59.2997,56.5999,53.8996,52.7996,48.9996,46.9996,47.5996,53.4996,67.8999,70.8536,143.5849,125.0866,121.987,100.6885,68.9438,45.245,20.5994,18.1993,36.6986,82.8432,184.8312,190.9849,2,6,14,27.001,44,58.001,65.001,52.001,30.464,13,4,1.536,858.015,975.021,1127.03,1337.036,1659.046,2037.981,2546.056,2575.057,2110.042,1521.026,1012.557,824.012,585.01,610.01,669.014,758.016,895.018,1077.019,1249.551,1212.014,1005.547,814.543,688.012,584.544,1373.849,1082.866,785.87,196.847,-674.562,-1287.589,-1809.046,-1430.047,-546.93,425.432,1728.312,1862.23,3811.405,7252.749,13514.602,20794.719,26860.863,29703.549,28501.064,22622.918,15525.628,8828.913,4571.892,2973.847,40277.32
OREGON,Douglas,Umpqua N.F.,Tiller,42.99614417,-122.7625119,41.4,106.8606,0,0,1,0,0,0,1,0,0,1,0,0,0,30,0.50000004,3.3,1046112,6.12694,8.06721,10.24277,13.0831,16.89799,20.59293,25.27277,26.00771,22.55771,16.39233,8.24216,5.33678,-2.38356,-1.91845,-0.93323,0.74183,3.13677,5.96661,8.69633,8.51583,5.90583,2.926,-0.20356,-2.50356,2.77661,4.13199,5.83755,8.21772,11.47755,14.82755,18.74233,19.11693,15.99693,11.08677,4.912,2.24678,1.87661,3.07693,4.65721,6.91739,10.01755,13.28233,16.9871,17.26677,14.23677,9.66172,4.02167,1.41678,68.6,64.5494,61.6461,59.1478,56.3967,55.2478,51.9478,50.1478,51.0478,56.9967,69.3494,70.7004,173.8324,149.7846,148.3356,117.4923,81.3923,51.1967,23.4511,19.149,43.0956,94.3429,219.7785,223.1802,1.522,4.522,10.556,21.556,35.589,49.556,58.116,47.111,27.622,11.589,3.522,1.033,745.567,820.122,924.155,1088.2,1354.233,1685.788,2161.327,2212.754,1817.216,1319.661,866.122,717.584,512.044,530.061,570.061,644.094,764.583,932.6,1124.11,1110.567,928.061,753.061,601.078,507.572,1691.135,1371.224,1156.134,528.256,-289.333,-974.699,-1567.094,-1268.955,-397.711,584.173,2092.118,2199.768,4258.346,7711.894,13807.87,21026.27,26907.912,29731.676,28556.465,22780.498,15772.633,9314.631,5068.891,3504.316,31592.227
OREGON,Douglas,Umpqua N.F.,Tiller,42.99598519,-122.6953847,40.5,255.2149,0,0,1,0,0,1,0,1,1,1,0,0,0,35,0.671010056,2.3,1046116,7.42235,9.84878,12.41883,15.46937,19.40472,23.04961,27.62859,28.26907,24.68372,18.23318,9.78265,6.52291,-1.36819,-0.84276,0.39778,2.14778,4.51778,7.25267,9.58135,9.20648,6.50106,3.46161,0.84189,-1.42276,3.95724,5.63824,7.68294,10.22372,13.53932,16.8242,20.51807,20.75855,17.51754,12.41267,6.26187,3.39291,3.02724,4.50313,6.41319,8.80885,11.9642,15.15318,18.6073,18.73778,15.59267,10.84755,5.31243,2.55291,68.1024,62.8898,59.8457,57.1513,54.2922,53.1513,49.3946,47.4387,48.2946,54.2946,68.108,70.5843,153.4682,133.7302,133.2767,107.9354,74.7461,48.3002,22.5513,17.9,39.4483,87.0894,198.9094,202.8148,6.433,10.874,19.843,31.843,46.378,58.944,68.913,60.811,42.276,22.741,9.433,5.409,810.106,911.261,1049.267,1245.831,1550.932,1915.528,2413.456,2449.504,2001.294,1440.7,951.569,778.696,552.076,573.619,628.13,712.672,843.183,1018.726,1193.082,1163.57,967.107,782.541,648.619,550.052,1335.248,1032.828,717.646,124.076,-690.25,-1285.331,-1910.789,-1706.145,-873.794,165.931,1706.094,1860.461,10457.396,14697.312,20725.062,26396.582,30187.096,31698.496,31078.219,27486.689,22268.918,16292.643,11475.027,9361.413,37073.109
OREGON,Douglas,Umpqua N.F.,Tiller,42.99578686,-122.6282581,56,249.5,0,0,1,0,1,1,0,1,1,1,0,0,0,4,0.066987323,2.1,1046120,7.59579,10.12295,12.79967,15.92036,19.92063,23.57417,28.14967,28.75967,25.10321,18.56295,10.00649,6.67553,-1.28093,-0.7349,0.58579,2.35579,4.72622,7.44579,9.66907,9.25768,6.52811,3.46165,0.93907,-1.32447,4.09934,5.84579,7.98898,10.57364,13.93391,17.21745,20.86649,21.07225,17.78579,12.61553,6.43579,3.52553,3.15934,4.69579,6.69295,9.14295,12.32364,15.51321,18.91225,19.01156,15.81579,11.01553,5.47579,2.67553,67.8619,62.4957,59.4,56.6354,53.6974,52.5,48.6354,46.6974,47.5354,53.5354,67.8,70.4,150.2679,131.6351,131.4325,106.049,74.1189,48.0904,22.9931,17.6,38.9258,85.6162,194.5911,198.9937,2.758,6.801,14.871,27.517,43.828,58.335,66.404,54.206,32.894,15.136,4.801,2.112,818.192,924.838,1071.156,1275.295,1591.391,1963.841,2465.529,2497.063,2035.675,1459.553,962.838,785.811,555.742,578.699,636.768,722.838,854.881,1032.484,1200.261,1167.742,969.139,782.096,653.165,553.742,1417.171,1125.913,853.33,234.99,-617.472,-1269.139,-1828.6,-1504.372,-597.575,386.943,1801.87,1924.451,5233.779,8930.196,15235.645,22367.02,28024.188,30623.504,29561.107,24044.678,17224.963,10635.308,6120.153,4475.05,37943.93
OREGON,Douglas,Umpqua N.F.,Tiller,42.99554915,-122.5611322,33.3,114.4715,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.066987323,3.2,1046124,6.33692,8.4831,10.87492,13.89653,17.85432,21.61653,26.35491,27.04331,23.38277,16.99008,8.53713,5.49611,-2.45496,-1.99335,-0.80449,0.95551,3.35551,6.15772,8.68369,8.43101,5.77967,2.70886,-0.27389,-2.55469,2.87585,4.35068,6.27115,8.80169,12.13975,15.52497,19.39229,19.71068,16.44632,11.36444,5.06551,2.32531,1.94585,3.24987,5.04008,7.43089,10.60814,13.89035,17.52094,17.73907,14.58471,9.85283,4.13471,1.47531,67.8,63.2812,60.3839,57.6839,54.8758,53.5758,49.8758,48.0732,49.1678,55.106,68.314,70,169.4589,148.5965,148.5911,118.7475,81.0335,51.8818,25.4678,17.3919,43.5356,94.1039,219.9171,222.0192,0.301,2.247,7.549,18.494,32.876,46.494,53.796,40.715,20.715,7.167,1.301,0,750.806,833.208,952.31,1132.551,1414.814,1762.9,2251.115,2295.954,1870.035,1344.283,875.826,721.806,509.564,527.618,575.504,653.886,776.665,945.128,1123.047,1103.86,920.564,741.483,598.644,505.564,1685.246,1423.043,1251.905,632.642,-208.833,-876.015,-1412.993,-1088.254,-186.102,718.872,2160.13,2220.192,1901.268,4219.053,9680.168,17216.072,23762.52,27002.76,25701.73,19228.094,11841.856,5618.611,2372.149,1602.292,32772.641
OREGON,Douglas,Umpqua N.F.,Tiller,43.04562017,-122.8966731,51,163.0571,0,0,1,0,0,0,0,0,1,1,0,0,0,12,0.992403872,2.4,1048104,7.39272,9.60784,11.93797,14.77242,18.52242,22.05242,26.53242,27.23099,23.94174,17.77106,9.68339,6.54827,-1.15173,-0.6303,0.43272,2.07716,4.43716,7.16895,9.67204,9.34902,6.71136,3.78136,1.06347,-1.22653,4.02827,5.57339,7.40586,9.77031,12.97174,16.19031,19.89106,20.18586,17.15339,12.25895,6.28716,3.48347,3.12272,4.49038,6.18963,8.42551,11.48407,14.61407,18.10483,18.29339,15.32895,10.7797,5.37415,2.66347,68.8179,64.1699,61.0932,58.6377,56.0377,55.0377,51.6377,49.6452,50.1556,56.0932,69.1075,71.1104,191.5065,166.3646,157.0714,132.224,83.8826,56.1962,25.5864,22.6165,44.6474,105.6067,236.4163,241.0675,5.556,10.111,18.433,29.735,43.878,56.501,65.878,58.29,39.846,21.667,9.111,4.556,814.136,907.204,1029.451,1208.519,1494.174,1840.099,2321.865,2364.346,1956.031,1425.895,953.204,783.656,560.691,582.835,629.691,709.136,838.204,1013.204,1200.58,1174.835,981.691,800.068,659.211,557.691,1742.843,1380.535,999.28,430.202,-521.385,-1133.075,-1786.347,-1580.828,-748.896,384.4,2090.83,2269.453,9545.239,13793.323,19853.84,25662.832,29671.525,31308.252,30510.055,26866.137,21398.293,15428.713,10599.625,8483.083,36225.371
OREGON,Douglas,Umpqua N.F.,Tiller,43.04553979,-122.8294914,38.8,114.831,0,0,1,1,0,1,1,1,1,1,0,0,0,20,0.024471741,2.4,1048108,7.39458,9.70114,12.1388,15.06208,18.89536,22.48425,27.01536,27.68097,24.2588,17.96114,9.71347,6.52311,-1.2587,-0.73419,0.40458,2.09347,4.46347,7.19458,9.62692,9.28364,6.61475,3.63656,0.9513,-1.32419,3.98569,5.58786,7.51553,9.95442,13.2088,16.4588,20.16442,20.43114,17.30786,12.31639,6.26019,3.43311,3.07019,4.48347,6.27225,8.58003,11.68442,14.84442,18.32114,18.48675,15.43897,10.80019,5.33458,2.60311,68.507,63.6122,60.5492,57.9672,55.2672,54.1672,50.6233,48.6672,49.3053,55.2783,68.6619,70.9089,170.3653,147.4345,143.2731,118.6861,78.6267,52.5361,24.0906,20.8344,41.5578,95.0283,215.1325,218.8764,2.819,6.708,14.528,26.708,42.258,55.708,64.528,52.528,32.528,14.639,4.819,2,811.914,908.13,1037.458,1223.675,1517.88,1871.647,2361.572,2400.805,1975.003,1431.639,951.364,780.656,556.656,578.217,628.475,709.983,839.692,1014.692,1196.983,1169.656,975.036,792.328,653.656,554.036,1616.254,1286.512,982.373,385.611,-523.734,-1145.889,-1759.452,-1420.013,-560.252,496.485,2006.746,2126.764,5292.034,9018.301,15264.669,22404.881,28080.383,30593.158,29563.613,24049.004,17264.381,10677.545,6141.042,4438.599,36560.258
OREGON,Douglas,Umpqua N.F.,Tiller,43.04542,-122.7623219,39.8,210.0627,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0.04322727,1.4,1048112,8.45176,11.26916,14.14502,17.35088,21.37824,24.98001,29.47329,30.03416,26.33997,19.65675,11.00089,7.44998,-0.44002,0.13998,1.53089,3.33089,5.69912,8.37089,10.41998,9.91085,7.11677,4.03918,1.80998,-0.44496,4.94998,6.88089,9.17589,11.82589,15.20325,18.43502,21.96589,22.10498,18.76498,13.50176,7.38089,4.33998,4.00998,5.70825,7.83916,10.34589,13.54325,16.67589,19.94916,19.97498,16.73089,11.85176,6.40912,3.50504,68,62,58.6592,55.9086,52.9414,51.8086,47.8086,45.8086,46.6086,52.6328,67.6495,70.9328,134.2071,118.1393,117.5634,97.7111,67.4938,44.3765,20.4173,17.1592,35.5259,80.161,178.698,183.6566,4.672,9.408,18.167,31.167,47.753,60.994,69.58,57.575,36.903,18.408,7.167,3.495,868.499,993.085,1161.003,1385.675,1727.238,2120.179,2637.764,2660.496,2164.997,1547.176,1027.59,832.413,590.827,616.499,681.677,775.413,915.413,1099.504,1262.326,1220.171,1009.586,815.004,695.499,590.827,1197.232,917.959,612.455,42.099,-805.398,-1386.057,-1952.8,-1613.245,-751.835,230.952,1571.969,1728.226,7008.328,10668.815,16696.188,23148.57,28158.082,30326.586,29548.189,24620.014,18271.434,12281.373,7933.993,5864.114,41620.543
OREGON,Douglas,Umpqua N.F.,Tiller,43.04526076,-122.6951411,37,163.8229,0,0,1,0,0,1,0,1,1,1,0,1,0,6,0.933012691,1.8,1048116,8.05154,10.70198,13.46465,16.60732,20.60732,24.20911,28.71667,29.314,25.664,19.07932,10.51867,7.09154,-0.78113,-0.21644,1.12421,2.89421,5.26421,7.95356,10.09643,9.63376,6.88311,3.8249,1.46089,-0.80846,4.57154,6.39932,8.60199,11.204,14.56198,17.804,21.37889,21.55867,18.26421,13.07154,6.94802,3.98154,3.63887,5.24687,7.29753,9.75199,12.93954,16.08133,19.40687,19.47421,16.27356,11.45333,5.99356,3.14154,68.0821,62.4935,59.2,56.4554,53.5,52.3733,48.4733,46.4733,47.2733,53.2935,67.8935,70.8,145.1356,127.1133,126.7068,104.5911,72.089,47.7401,21.9733,18.3,37.5021,84.889,190.6822,193.7089,5.756,10.756,20.31,33.511,48.756,61.821,70.576,61.332,41.087,21.332,8.756,4.756,846.11,960.887,1117.154,1330.133,1657.264,2037.999,2544.467,2572.689,2098.019,1504.154,997.822,811.556,576.599,601.044,662.11,751.376,887.822,1068.822,1235.376,1197.311,993.044,802.778,678.044,575.044,1272.933,969.978,637.47,40.578,-790.532,-1377.221,-1968.132,-1718.287,-857.602,187.603,1644.156,1789.667,9023.542,13134.744,19312.33,25502.955,29817.248,31625.639,30809.75,26799.166,21046.939,14683.632,9967.443,8181.293,39843.664
